key,title,User1,Decision,User2,Decision,User3,Decision,User4,Decision,User5,Decision,labels,notes
rayyan-398578858,Synvox2: Towards A Privacy-Friendly Voxceleb2 Dataset,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578859,Implementation of Safety Device for Women,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578860,Exploring the Cybersecurity Measures Implemented by Internet Service Providers (ISPs) to Mitigate Cyberthreats: A Systematic Literature Review,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578861,Synthetic Data for Identifying Inclusive Language (Case Study: Job Descriptions in Italian),Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578862,Uncovering Bias in Medical Data Synthesis Through Visualization Technique,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578863,A Deep Learning Model for Predicting Cervical Cancer,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578864,Leveraging OpenStack-based Private Cloud for Intrusion Detection Using Deep Learning Techniques,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578865,Classification of Spam Emails using Deep learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578866,Limitations of Advanced Persistent Threat Datasets: Insights for Cybersecurity Research,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578867,On Text Granularity and Metric Frameworks for Large Language Model Content Detection,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578868,Cyber Risks and Cybersecurity Management of Non-Bank Financial Institutions in Thailand,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578869,Governance of Collaborative Networked Organisations: Stakeholder Requirements,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578870,Comprehensive Analysis and Implementation of Isogeny-Based Hash Functions,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578871,The Hidden Sexual Minorities: Machine Learning Approaches to Estimate the Sexual Minority Orientation Among Beijing College Students,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578872,Analysis of Innovative Product Experience Based on Logistic Regression with Data Augmentation,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578873,A Machine Learning Model to Classify Social Media Content,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578874,Optical Character Recognition (OCR) in Handwritten Characters Using Convolutional Neural Networks to Assist in Exam Reader System,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578875,Ivory: Adversarial Purification of Obfuscated Faces to Extract Soft-Biometrics using Diffusion Transformers,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578876,Detection of web attacks using machine learning based URL classification techniques,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578877,Kat Maddox,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578878,How Can I Succeed as a Minority?,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578879,IoT-based Intelligent Modeling of Security Monitoring System for Human Safety,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578880,DS-CAE: a Dual-Stream Cross-Attentive Autoencoder for Robust and Cluster-Aware Retrieval-Augmented Generation,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578881,The Necessity of Designing Effective Trust Indicators for Mobile Communication Applications to Enhance User Security and Confidence,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578882,GAN-Loc: Empowering Indoor Localization for Unknown Areas via Generative Fingerprint Map,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578883,Optimizing Phishing Detection: Leveraging URL Features with Machine Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578884,Enhancing Cybersecurity Through Federated Learning: A Critical Evaluation of Strategies and Implications,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578885,Bridging the Credit Gap with Fintech Lending: Utilizing Mobile Data and Machine Learning Algorithms for Unbanked Populations,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578886,Using Peer-Learning and Game-Based Instruction for Achieving Long-Lasting Knowledge of Cybersecurity in Primary Schools,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578887,Face-CPFNet: Leveraging Disentangled Representations for Dual-Level Soft- Biometric Privacy-Enhancement,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578888,Flexible Regularization Approaches for Fairness in Deep Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578889,Automation of Room Lighting System Using Arduino and PIR Sensor,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578890,PUFGAN: Embracing a Self-Adversarial Agent for Building a Defensible Edge Security Architecture,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578891,FIBNet: Privacy-Enhancing Approach for Face Biometrics Based on the Information Bottleneck Principle,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578892,Courtesy based Deuce-Torrent Convolutional Networks for Face Spoofing Detection,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578893,Qualitative Exploration of Factors Influencing Trust and Engagement in Social Engineering: The Role of Visual and Demographic Cues,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578894,Can Synthetic Data Protect Privacy?,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578895,"Understanding User Perspectives: Exploring Product Services, Development, and Sentiment Analysis",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578896,IoMT Cloud-Based Intelligent Prediction of Breast Cancer Stages Empowered With Deep Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578897,A Hybrid Deep Convolutional Framework with Improved Data Augmentation for Accurate Classification of Multiple Brain Tumor Classes from MRI Scans,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578898,An Enhanced Face Spoof Detection using ResNet50 Based Cosine Learning Rate,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578899,Sine-Cosine Zebra Optimization Algorithm with Mixture of Experts based Long Short-Term Memory for the Detection and Classification of Cyber Treats,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578900,Implementation of Building Stronger Communities for New Safety approach and Recruitment using AIML,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578901,Energy-Efficient Resource Allocation in 5G Wireless Networks using Asynchronous Advantage Actor-Critic based Reinforcement Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578902,Satellite Image-Based Flood Monitoring and Prediction using Multi Verse Optimization Algorithm with Support Vector Machine,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578903,Temporal Convolution Network and Bi-Directional Long Short-Term Memory -Based Anomaly Detection in Satellite Images for Environmental Monitoring,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578904,IoT based Smart Security System with Fingerprint Sensor for Access Control Monitoring,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578905,Multimodal Hate Speech Detection in Memes Using Contrastive Language-Image Pre-Training,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578906,Low-Resource Speech Synthesis with Speaker-Aware Embedding,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578907,OCW: Enhancing Few-Shot Learning with Optimized Class-Weighting Methods,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578908,Tree-Based Multiclass Learning Model for Physiological Stress Detection from Students Community,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578909,TRAPDOOR: Repurposing neural network backdoors to detect dataset bias in machine learning-based genomic analysis,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578910,SecureIIoT Environment: Federated Learning Empowered Approach for Securing IIoT From Data Breach,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578911,Detection and Evaluation of Cybersecurity Threats in MANET Based on AI,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578912,KTUCengAudioForgerySet: A new Audio Copy-Move Forgery Dataset,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578913,CAMPUSRSSI: Real-World Wi-Fi RSSI Measurements for Indoor Localization,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578914,"Analysis on AI-based Techniques for Detection of Banking Frauds: Recent Trends, Challenges, and Future Directions",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578915,Classification of Malware Families Using Transformers and Auto Formers in Deep Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578916,CmdVIT: A Voluntary Facial Expression Recognition Model for Complex Mental Disorders,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578917,Optimizing IoT DDoS Detection with Hybrid Feature Selection and Ensemble Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578918,Design and Implementation of a Smart Foot Over-Bridge with Safety and Management System,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578919,Innovations in Digital Payments Within Smart City Development: Challenges and Opportunities,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578920,Tash Bettridge,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578921,Intelligent Home Surveillance System using Convolution Neural Network Algorithms,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578922,A Central Point-based Analysis for Fingerprint Liveness Detection,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578923,Assisting in Diagnosis of Temporomandibular Disorders: A Deep Learning Approach,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578924,Chinese Face Dataset for Face Recognition in an Uncontrolled Classroom Environment,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578925,Enhancing Digital Crime Investigation Through Deep Learning-Powered Deepfake Detection,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578926,Deep Learning Driven Engineering Innovations: Advancing Sustainable Green Building and Smart Infrastructure for a Resilient Future,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578927,Deep Learning for Automatic Determination of Bone Age in Children,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398578928,Towards Digital Technology Adoption,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579627,Learn2Evade: Learning-Based Generative Model for Evading PDF Malware Classifiers,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579628,A Machine Learning Approach for the Underwater Investigation of Malicious Activity in a Wireless Sensor Network,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579629,Voice Control Home Automatic System for the Elderly or Disabled People,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579630,The Application of the Internet of Things (IoT) to establish a technologically advanced Industry 4.0 for long-term growth and development,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579631,Enhancing Differential Privacy for Federated Learning at Scale,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579632,Empowering Smart Homes with Fog Computing for IoT Connectivity,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579633,CollageMap: Tailoring Generative Fingerprint Map via Obstacle-Aware Adaptation for Site-Survey-Free Indoor Localization,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579634,A Multistage Algorithm for Solving Multiobjective Optimization Problems With Multiconstraints,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579635,A Detectability Analysis of Retinitis Pigmetosa Using Novel SE-ResNet Based Deep Learning Model and Color Fundus Images,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579636,Exploring Deep Architectures for Accurate Breast Cancer Prediction using Histopathological Images,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579637,PlayfulPeer Pedagogy: A Framework for Integrating Game-Based Learning and Peer Interaction in Primary Education,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579638,SA-SVD: Mitigating Bias in Face Recognition by Fair Representation Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579639,Development and Application of Information Literacy Assessment Tool for Primary and Secondary School Teachers,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579640,Comparative Analysis of Machine Learning Algorithms and Datasets for Detecting Cyberbullying on Social Media Platforms,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579641,Real Time Intrusion Detection using XGBoost and Decision Tree Classifier,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579642,Revenge Pornography Matching Using Computer Vision,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579643,Lombard-VLD: Voice Liveness Detection Based on Human Auditory Feedback,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579644,Unbiased Decision-Making Framework in Long-Video Macro & Micro-Expression Spotting,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579645,Swin-MSP: A Shifted Windows Masked Spectral Pretraining Model for Hyperspectral Image Classification,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579646,Satellite Image Classification using Convolutional Neural Network with Huber Loss Function for Land Cover Mapping in Forest Ecosystem,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579647,Advanced Biometric Identification Using Deep Learning: CNN and Xception Architecture Optimization for Finger Vein Recognition,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579648,"On Open-Set, High-Fidelity and Identity-Specific Face Transformation",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579649,Towards Digital Equality: Assessing Youths’ Digital Literacy Capabilities,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579650,Malware Detection Classification using Recurrent Neural Network,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579651,Revolutionizing Healthcare: Federated Learning for Large-Scale Image Processing in IoT-Integrated Systems,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579652,Dependable Code Repair with LLMs: AI-Driven Vulnerability Detection and Automated Patching,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579653,PE-MIU: A Training-Free Privacy-Enhancing Face Recognition Approach Based on Minimum Information Units,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579654,"Morphing Attack Detection-Database, Evaluation Platform, and Benchmarking",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579655,Scheduling and Transaction Management of Control Commands for Logical Actuators on Logical IoT Cloud,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579656,Federated Learning-Based Cognitive Detection of Jamming Attack in Flying Ad-Hoc Network,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579657,Towards a Portable Implementation of a Visual Block Language for IoT Applications,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579658,Task-Aware Attention Model for Clothing Attribute Prediction,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579659,Enhancing Intercropping Yield Predictability Using Optimally Driven Feedback Neural Network and Loss Functions,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579660,Practical Usage of Radical Isogenies for CSIDH,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579661,Automatic License Plate Recognition Using K-Nearest Neighbour Approach,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579662,Enhancing Facial Feature Detection: Hybrid Active Shape and Active Appearance Model (HASAAM),Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579663,CyberGuard: Detecting Adversarial DDoS Attacks in SDN using WGAN-CNN-GRU,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579664,A Novel Characterization of the Fake News in Twitter Networks,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579665,Machine-Learning based Analog and Mixed-signal Circuit Design and Optimization,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579666,Team Work Optimizer Based Bidirectional LSTM Model for Designing a Secure Cybersecurity Model,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579667,Phishing Detection in Arabic SMS Messages using Natural Language Processing,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579668,"Federated Learning for Beginners: Types, Simulation Environments, and Open Challenges",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579669,EFSMDCD: Method for Detecting and Categorzing Dos and DDoS Attacks using Ensemble Feature Selection,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579670,"Robust Natural Language Processing: Recent Advances, Challenges, and Future Directions",Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579671,Improved Feature Fusion using Deep Residual Network and LeNeT for Data Classification,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579672,CT-DCENet: Deep EEG Denoising via CNN-Transformer-Based Dual-Stage Collaborative Ensemble Learning,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579673,Effective Feature Extraction Framework to Improve Network Intrusion Detection System,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579674,Real-Time ID Card Detection Using Different YOLO Models,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579675,Improving EFL Students' Academic Success with Positive Psychology and Graph Attention Networks,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579676,Enhancing Multilingual Hate Speech Detection: From Language-Specific Insights to Cross-Linguistic Integration,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579677,Online Security Behavior Among Students : Factors Influencing Intention to Adopt Two-Factor Authentication (2FA) With Protection Motivation Theory,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579678,Changing the Game: Adapting Capture the Flag To Underrepresented Groups,Luciana,"",Isabella de Freitas,Included,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao,2selecao,3selecao",""
rayyan-398579679,Resilience of Aviation Cyber-Physical Systems to Malicious Attacks,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579680,Eyes on your Typing: Snooping Finger Motions on Virtual Keyboards,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579681,Evaluating Age Bias In E-commerce,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579682,AI-Driven Anomaly Detection for Secure Identity and Access Management in Cloud Platform,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579683,BioHisCNet-A Lighter Classification Network for Prediction of Breast Cancer,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579684,Brain Tumor and Glioma Grade Classification Using Gaussian Convolutional Neural Network,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579685,Enhancing Password Security: Analyzing Password Management Practices Among IT Students,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579686,7 Anachronism,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579687,A Privacy-Preserving Optimization of Neighborhood-Based Recommendation for Medical-Aided Diagnosis and Treatment,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
rayyan-398579688,A Study on Passphrase: Users' Perspective,Luciana,"",Isabella de Freitas,Excluded,Michelle,"",michelle.wangham,"",luciana.bolan,"","ieee,1selecao",""
